Name	Consensus length	Total read count	Single reads	Reads in pairs	Average coverage	Reference sequence	Reference length	Reference common name	Reference latin name
seed-11772	14489	2423	1901	522	18.766	seed-11772	18521		
seed-11789	7889	245	131	114	4.062	seed-11789	8856		
seed-11832	3721	109	13	96	3.221	seed-11832	5000		
seed-11863	4507	94	30	64	2.297	seed-11863	5862		
seed-12028	5341	829	721	108	14.097	seed-12028	7891		
seed-12064	2856	1164	698	466	50.609	seed-12064	3376		
seed-12267	8035	138	28	110	1.996	seed-12267	10200		
seed-12270	17082	631	399	232	3.919	seed-12270	23463		
seed-12309	15651	400	176	224	2.914	seed-12309	20166		
seed-12595	8606	192	16	176	2.792	seed-12595	10225		
seed-12802	9041	657	405	252	8.589	seed-12802	10598		
seed-12931	4900	1123	923	200	24.528	seed-12931	6197		
seed-13056	3640	79	9	70	2.974	seed-13056	3942		
seed-13081	5369	1819	995	824	46.077	seed-13081	5637		
seed-13433	21864	1913	1483	430	9.065	seed-13433	28279		
seed-13501	6306	129	11	118	2.59	seed-13501	7457		
seed-13547	4140	1390	1238	152	35.057	seed-13547	5238		
seed-13625	15093	1184	928	256	8.856	seed-13625	18128		
seed-13771	23614	716	298	418	3.614	seed-13771	28337		
seed-13856	5508	114	36	78	2.445	seed-13856	6490		
seed-14277	9233	118	10	108	1.455	seed-14277	12130		
seed-14363	2039	119	55	64	8.318	seed-14363	2044		
seed-14444	5355	132	42	90	3.093	seed-14444	6329		
seed-14519	9346	752	626	126	9.737	seed-14519	11342		
seed-14591	2714	104	60	44	4.984	seed-14591	2963		
seed-14623	711	6	2	4	0.205	seed-14623	4391		
seed-15041	7862	511	27	484	9.733	seed-15041	7862		
seed-15051	13343	3941	1689	2252	33.501	seed-15051	16828		
seed-15145	4135	2468	1778	690	63.354	seed-15145	5418		
seed-15159	5987	125	13	112	2.658	seed-15159	6993		
seed-15192	5268	95	13	82	2.253	seed-15192	6269		
seed-15681	1899	43	5	38	2.369	seed-15681	2686		
seed-15760	1742	30	12	18	1.995	seed-15760	2232		
seed-15885	12320	212	34	178	2.266	seed-15885	13825		
seed-16087	4198	88	24	64	2.485	seed-16087	5188		
seed-16174	5506	98	10	88	2.34	seed-16174	6242		
seed-16189	11817	7687	4961	2726	72.774	seed-16189	14964		
seed-16437	13024	3195	2959	236	24.836	seed-16437	16747		
seed-16566	3892	99	1	98	3.151	seed-16566	4696		
seed-17158	6001	1212	1096	116	23.601	seed-17158	7138		
seed-17544	5027	499	439	60	10.75	seed-17544	6429		
seed-17551	3881	2050	1956	94	62.411	seed-17551	4682		
seed-17858	4179	104	38	66	2.605	seed-17858	5777		
seed-18080	10469	357	225	132	4.098	seed-18080	12568		
seed-18194	5357	532	418	114	12.214	seed-18194	6083		
seed-18258	4094	76	14	62	1.964	seed-18258	5725		
seed-18293	3219	43	5	38	1.387	seed-18293	4615		
seed-18502	13651	1056	856	200	8.498	seed-18502	16703		
seed-18660	22742	1722	1202	520	8.355	seed-18660	28634		
seed-18799	7766	1033	515	518	13.797	seed-18799	10528		
seed-19784	3563	159	35	124	5.776	seed-19784	4068		
seed-19925	2072	36	0	36	2.153	seed-19925	2507		
seed-20192	5820	669	539	130	11.391	seed-20192	8387		
seed-20598	3792	45	3	42	1.056	seed-20598	6355		
seed-21188	2314	58	30	28	2.329	seed-21188	3670		
seed-21333	2336	873	723	150	46.335	seed-21333	2678		
seed-21458	2196	135	31	104	8.435	seed-21458	2328		
seed-21510	6932	434	330	104	7.296	seed-21510	8367		
seed-21566	2487	50	12	38	2.574	seed-21566	2847		
seed-21832	3698	128	58	70	4.477	seed-21832	4052		
seed-21892	914	13	9	4	0.747	seed-21892	2525		
seed-21977	12101	255	25	230	2.748	seed-21977	13809		
seed-22088	12871	2337	1977	360	22.544	seed-22088	14460		
seed-22468	7172	119	9	110	2.262	seed-22468	7893		
seed-22636	2569	51	7	44	2.097	seed-22636	3632		
seed-23018	2467	45	5	40	2.214	seed-23018	3048		
seed-23024	5422	1355	1189	166	31.513	seed-23024	5903		
seed-23445	11252	728	94	634	9.584	seed-23445	11242		
seed-23616	6917	1315	1091	224	22.897	seed-23616	8433		
seed-24883	2249	61	3	58	3.579	seed-24883	2556		
seed-25116	2034	29	5	24	1.35	seed-25116	3181		
seed-25698	1660	26	2	24	1.492	seed-25698	2604		
seed-25784	1995	33	1	32	1.917	seed-25784	2569		
seed-26039	2681	59	21	38	2.901	seed-26039	2952		
seed-26842	2840	40	10	30	1.69	seed-26842	3433		
seed-27283	2125	63	17	46	3.763	seed-27283	2398		
seed-27334	2524	51	15	36	2.198	seed-27334	3359		
seed-27430	3170	90	44	46	3.296	seed-27430	4043		
seed-30474	4914	172	94	78	4.246	seed-30474	6039		
seed-30680	5264	1310	1152	158	33.345	seed-30680	5735		
seed-31150	1709	32	2	30	2.177	seed-31150	2205		
seed-38542	1998	38	2	36	2.553	seed-38542	2226		
seed-38598	2026	1097	933	164	60.621	seed-38598	2584		
seed-39491	2118	40	6	34	2.804	seed-39491	2124		
seed-45298	2576	43	1	42	2.009	seed-45298	3208		
seed-28	36735	1657	299	1358	6.412	seed-28	38022		
seed-82	47722	1755	223	1532	5.017	seed-82	51840		
seed-126	48276	1664	168	1496	4.816	seed-126	51235		
seed-178	68130	2937	581	2356	6.034	seed-178	71589		
seed-234	20635	862	168	694	5.718	seed-234	22091		
seed-340	46323	2060	334	1726	6.405	seed-340	47779		
seed-349	43428	1640	230	1410	5.392	seed-349	45069		
seed-364	44545	1734	274	1460	5.432	seed-364	47231		
seed-406	23635	1036	134	902	6.379	seed-406	24088		
seed-431	31950	1398	174	1224	6.426	seed-431	32168		
seed-440	51042	2851	749	2102	7.86	seed-440	52884		
seed-461	27387	1147	247	900	5.873	seed-461	28744		
seed-589	29336	1135	121	1014	5.374	seed-589	31430		
seed-628	51370	2650	452	2198	7.543	seed-628	51870		
seed-651	15977	626	26	600	5.748	seed-651	16303		
seed-665	13146	502	28	474	5.538	seed-665	13561		
seed-693	22651	788	102	686	4.883	seed-693	23882		
seed-712	4016	153	23	130	5.232	seed-712	4302		
seed-775	80504	3264	600	2664	5.772	seed-775	83330		
seed-802	35049	1204	74	1130	4.896	seed-802	36772		
seed-812	41790	1797	341	1456	6.237	seed-812	42326		
seed-823	95754	4208	776	3432	6.292	seed-823	98479		
seed-855	5518	257	41	216	6.081	seed-855	6232		
seed-861	34388	1399	293	1106	5.396	seed-861	38107		
seed-895	34058	1439	191	1248	6.135	seed-895	34578		
seed-902	77045	5254	1134	4120	10.019	seed-902	77090		
seed-910	71616	2728	376	2352	5.417	seed-910	74627		
seed-967	12676	533	65	468	6.085	seed-967	13014		
seed-1020	105425	4653	599	4054	6.344	seed-1020	109028		
seed-1022	74256	3233	375	2858	6.167	seed-1022	77903		
seed-1070	15342	619	79	540	5.491	seed-1070	16669		
seed-1086	15440	815	269	546	7.206	seed-1086	16469		
seed-1142	83206	5578	724	4854	9.923	seed-1142	83308		
seed-1176	36887	1547	201	1346	5.787	seed-1176	39592		
seed-1217	14183	495	69	426	4.672	seed-1217	15737		
seed-1242	16906	727	157	570	6.109	seed-1242	17353		
seed-1245	39009	1597	87	1510	6.057	seed-1245	39499		
seed-1278	19800	808	120	688	5.94	seed-1278	20123		
seed-1287	46227	1778	252	1526	5.468	seed-1287	48173		
seed-1337	31402	1205	69	1136	5.485	seed-1337	32856		
seed-1355	22513	993	95	898	6.41	seed-1355	23073		
seed-1356	14953	665	153	512	6.051	seed-1356	15914		
seed-1386	34512	1260	182	1078	5.165	seed-1386	36112		
seed-1488	44301	1746	230	1516	5.671	seed-1488	45643		
seed-1567	22505	1208	416	792	7.458	seed-1567	23570		
seed-1570	58943	2291	413	1878	5.543	seed-1570	61424		
seed-1586	45261	1732	112	1620	5.447	seed-1586	47485		
seed-1596	44400	1855	203	1652	5.873	seed-1596	46935		
seed-1597	11639	632	110	522	7.864	seed-1597	11859		
seed-1619	11090	610	110	500	7.842	seed-1619	11476		
seed-1648	101560	4037	461	3576	5.782	seed-1648	103714		
seed-1662	66310	3243	843	2400	6.861	seed-1662	68910		
seed-1683	8332	375	33	342	6.604	seed-1683	8469		
seed-1697	16381	585	85	500	4.99	seed-1697	17248		
seed-1700	77181	2948	256	2692	5.478	seed-1700	80198		
seed-1705	22885	889	91	798	5.608	seed-1705	23617		
seed-1710	11767	513	153	360	6.009	seed-1710	12302		
seed-1774	183390	8061	673	7388	6.481	seed-1774	185454		
seed-1781	24497	824	48	776	4.809	seed-1781	25655		
seed-1823	28612	1197	275	922	5.973	seed-1823	29480		
seed-1853	36901	1914	558	1356	7.31	seed-1853	38009		
seed-1858	24022	899	147	752	5.249	seed-1858	25477		
seed-1866	66353	2718	314	2404	5.844	seed-1866	69172		
seed-1869	24202	1151	311	840	6.625	seed-1869	25219		
seed-1893	9737	370	60	310	5.363	seed-1893	10148		
seed-1955	34885	1431	235	1196	5.762	seed-1955	36556		
seed-1991	7676	383	77	306	7.058	seed-1991	7971		
seed-2095	45103	1847	211	1636	5.914	seed-2095	46407		
seed-2122	46212	2067	469	1598	6.142	seed-2122	49161		
seed-2137	12252	693	227	466	8.089	seed-2137	12425		
seed-2152	35760	1748	324	1424	6.816	seed-2152	37736		
seed-2185	30970	1182	222	960	5.303	seed-2185	32628		
seed-2186	44155	1591	131	1460	5.271	seed-2186	45137		
seed-2215	5231	222	50	172	6.217	seed-2215	5250		
seed-2287	19316	750	120	630	5.423	seed-2287	20401		
seed-2332	5014	157	9	148	4.437	seed-2332	5295		
seed-2358	18007	1215	215	1000	9.942	seed-2358	18167		
seed-2369	105172	4179	423	3756	5.724	seed-2369	108879		
seed-2377	18720	861	185	676	6.505	seed-2377	19408		
seed-2382	72672	2629	193	2436	5.121	seed-2382	76614		
seed-2395	11935	501	37	464	5.955	seed-2395	12591		
seed-2406	31260	1660	310	1350	7.785	seed-2406	31347		
seed-2407	45067	1728	132	1596	5.579	seed-2407	46277		
seed-2453	46554	2050	206	1844	6.332	seed-2453	48252		
seed-2532	7481	214	34	180	4.025	seed-2532	7838		
seed-2546	8973	381	63	318	6.016	seed-2546	9317		
seed-2556	82595	3512	320	3192	6.159	seed-2556	84835		
seed-2574	30401	1246	158	1088	5.948	seed-2574	31127		
